label,Number of vcis,Operation Type,Message size,Number of entities,Number of communicators,Total message rates,Total bandwidth
pth_vciopt_Ncomm,1,PT2PT,1,1,2,2.6273,2.6273
pth_vciopt_Ncomm_nolock,1,PT2PT,1,1,2,2.309,2.309
abt_vci_Ncomm_Nes,1,PT2PT,1,1,2,2.9229,2.9229
pth_vciopt_Ncomm,4,PT2PT,1,1,2,3.2539,3.2539
pth_vciopt_Ncomm_nolock,4,PT2PT,1,1,2,4.0307,4.0307
abt_vci_Ncomm_Nes,4,PT2PT,1,1,2,3.7924,3.7924
pth_vciopt_Ncomm,8,PT2PT,1,1,2,3.0083,3.0083
pth_vciopt_Ncomm_nolock,8,PT2PT,1,1,2,4.1192,4.1192
abt_vci_Ncomm_Nes,8,PT2PT,1,1,2,3.6242,3.6242
pth_vciopt_Ncomm,18,PT2PT,1,1,2,4.0953,4.0953
pth_vciopt_Ncomm_nolock,18,PT2PT,1,1,2,5.4861,5.4861
abt_vci_Ncomm_Nes,18,PT2PT,1,1,2,3.5689,3.5689
pth_vciopt_Ncomm,1,PT2PT,1,1,8,2.8193,2.8193
pth_vciopt_Ncomm_nolock,1,PT2PT,1,1,8,3.1992,3.1992
abt_vci_Ncomm_Nes,1,PT2PT,1,1,8,4.4962,4.4962
pth_vciopt_Ncomm,4,PT2PT,1,1,8,2.838,2.838
pth_vciopt_Ncomm_nolock,4,PT2PT,1,1,8,5.5291,5.5291
abt_vci_Ncomm_Nes,4,PT2PT,1,1,8,4.9878,4.9878
pth_vciopt_Ncomm,8,PT2PT,1,1,8,3.3181,3.3181
pth_vciopt_Ncomm_nolock,8,PT2PT,1,1,8,3.9548,3.9548
abt_vci_Ncomm_Nes,8,PT2PT,1,1,8,3.4957,3.4957
pth_vciopt_Ncomm,18,PT2PT,1,1,8,2.9325,2.9325
pth_vciopt_Ncomm_nolock,18,PT2PT,1,1,8,4.1707,4.1707
abt_vci_Ncomm_Nes,18,PT2PT,1,1,8,4.193,4.193
pth_vciopt_Ncomm,1,PT2PT,1,1,12,2.776,2.776
pth_vciopt_Ncomm_nolock,1,PT2PT,1,1,12,2.8014,2.8014
abt_vci_Ncomm_Nes,1,PT2PT,1,1,12,3.2896,3.2896
pth_vciopt_Ncomm,4,PT2PT,1,1,12,4.3988,4.3988
pth_vciopt_Ncomm_nolock,4,PT2PT,1,1,12,6.3678,6.3678
abt_vci_Ncomm_Nes,4,PT2PT,1,1,12,3.3909,3.3909
pth_vciopt_Ncomm,8,PT2PT,1,1,12,2.6604,2.6604
pth_vciopt_Ncomm_nolock,8,PT2PT,1,1,12,3.9233,3.9233
abt_vci_Ncomm_Nes,8,PT2PT,1,1,12,4.0194,4.0194
pth_vciopt_Ncomm,18,PT2PT,1,1,12,2.9831,2.9831
pth_vciopt_Ncomm_nolock,18,PT2PT,1,1,12,6.2192,6.2192
abt_vci_Ncomm_Nes,18,PT2PT,1,1,12,4.503,4.503
pth_vciopt_Ncomm,1,PT2PT,1,1,16,2.4132,2.4132
pth_vciopt_Ncomm_nolock,1,PT2PT,1,1,16,4.1627,4.1627
abt_vci_Ncomm_Nes,1,PT2PT,1,1,16,2.8641,2.8641
pth_vciopt_Ncomm,4,PT2PT,1,1,16,3.3353,3.3353
pth_vciopt_Ncomm_nolock,4,PT2PT,1,1,16,3.9837,3.9837
abt_vci_Ncomm_Nes,4,PT2PT,1,1,16,4.9766,4.9766
pth_vciopt_Ncomm,8,PT2PT,1,1,16,3.2963,3.2963
pth_vciopt_Ncomm_nolock,8,PT2PT,1,1,16,6.6232,6.6232
abt_vci_Ncomm_Nes,8,PT2PT,1,1,16,3.86,3.86
pth_vciopt_Ncomm,18,PT2PT,1,1,16,5.0674,5.0674
pth_vciopt_Ncomm_nolock,18,PT2PT,1,1,16,6.758,6.758
abt_vci_Ncomm_Nes,18,PT2PT,1,1,16,3.4322,3.4322
proc,-1,PT2PT,1,2,1,8.3296,8.3296
pth_vciopt_Ncomm,1,PT2PT,1,2,2,1.0818,1.0818
pth_vciopt_Ncomm_nolock,1,PT2PT,1,2,2,0.9449,0.9449
abt_vci_Ncomm_Nes,1,PT2PT,1,2,2,0.7697,0.7697
pth_vciopt_Ncomm,4,PT2PT,1,2,2,4.9558,4.9558
pth_vciopt_Ncomm_nolock,4,PT2PT,1,2,2,7.1576,7.1576
abt_vci_Ncomm_Nes,4,PT2PT,1,2,2,3.3058,3.3058
pth_vciopt_Ncomm,8,PT2PT,1,2,2,3.9727,3.9727
pth_vciopt_Ncomm_nolock,8,PT2PT,1,2,2,7.4946,7.4946
abt_vci_Ncomm_Nes,8,PT2PT,1,2,2,4.8711,4.8711
pth_vciopt_Ncomm,18,PT2PT,1,2,2,3.9798,3.9798
pth_vciopt_Ncomm_nolock,18,PT2PT,1,2,2,3.0586,3.0586
abt_vci_Ncomm_Nes,18,PT2PT,1,2,2,4.7882,4.7882
pth_vciopt_Ncomm,1,PT2PT,1,2,8,1.4671,1.4671
pth_vciopt_Ncomm_nolock,1,PT2PT,1,2,8,0.7602,0.7602
abt_vci_Ncomm_Nes,1,PT2PT,1,2,8,0.7854,0.7854
pth_vciopt_Ncomm,4,PT2PT,1,2,8,3.76,3.76
pth_vciopt_Ncomm_nolock,4,PT2PT,1,2,8,6.6414,6.6414
abt_vci_Ncomm_Nes,4,PT2PT,1,2,8,5.1444,5.1444
pth_vciopt_Ncomm,8,PT2PT,1,2,8,2.2705,2.2705
pth_vciopt_Ncomm_nolock,8,PT2PT,1,2,8,6.2565,6.2565
abt_vci_Ncomm_Nes,8,PT2PT,1,2,8,6.7439,6.7439
pth_vciopt_Ncomm,18,PT2PT,1,2,8,3.3781,3.3781
pth_vciopt_Ncomm_nolock,18,PT2PT,1,2,8,7.2011,7.2011
abt_vci_Ncomm_Nes,18,PT2PT,1,2,8,8.4338,8.4338
pth_vciopt_Ncomm,1,PT2PT,1,2,12,0.8101,0.8101
pth_vciopt_Ncomm_nolock,1,PT2PT,1,2,12,0.8904,0.8904
abt_vci_Ncomm_Nes,1,PT2PT,1,2,12,0.7756,0.7756
pth_vciopt_Ncomm,4,PT2PT,1,2,12,4.8464,4.8464
pth_vciopt_Ncomm_nolock,4,PT2PT,1,2,12,7.4859,7.4859
abt_vci_Ncomm_Nes,4,PT2PT,1,2,12,3.62,3.62
pth_vciopt_Ncomm,8,PT2PT,1,2,12,3.5951,3.5951
pth_vciopt_Ncomm_nolock,8,PT2PT,1,2,12,6.4069,6.4069
abt_vci_Ncomm_Nes,8,PT2PT,1,2,12,5.5454,5.5454
pth_vciopt_Ncomm,18,PT2PT,1,2,12,5.9726,5.9726
pth_vciopt_Ncomm_nolock,18,PT2PT,1,2,12,6.024,6.024
abt_vci_Ncomm_Nes,18,PT2PT,1,2,12,5.1936,5.1936
pth_vciopt_Ncomm,1,PT2PT,1,2,16,0.8622,0.8622
pth_vciopt_Ncomm_nolock,1,PT2PT,1,2,16,0.9615,0.9615
abt_vci_Ncomm_Nes,1,PT2PT,1,2,16,0.8195,0.8195
pth_vciopt_Ncomm,4,PT2PT,1,2,16,4.9481,4.9481
pth_vciopt_Ncomm_nolock,4,PT2PT,1,2,16,7.0995,7.0995
abt_vci_Ncomm_Nes,4,PT2PT,1,2,16,5.922,5.922
pth_vciopt_Ncomm,8,PT2PT,1,2,16,3.5667,3.5667
pth_vciopt_Ncomm_nolock,8,PT2PT,1,2,16,6.8015,6.8015
abt_vci_Ncomm_Nes,8,PT2PT,1,2,16,3.4716,3.4716
pth_vciopt_Ncomm,18,PT2PT,1,2,16,2.2811,2.2811
pth_vciopt_Ncomm_nolock,18,PT2PT,1,2,16,5.287,5.287
abt_vci_Ncomm_Nes,18,PT2PT,1,2,16,3.4399,3.4399
proc,-1,PT2PT,1,3,1,11.9082,11.9082
pth_vciopt_Ncomm,1,PT2PT,1,3,2,0.596,0.596
pth_vciopt_Ncomm_nolock,1,PT2PT,1,3,2,0.624,0.624
abt_vci_Ncomm_Nes,1,PT2PT,1,3,2,0.7204,0.7204
pth_vciopt_Ncomm,4,PT2PT,1,3,2,1.2385,1.2385
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,3,2,3.7363,3.7363
pth_vciopt_Ncomm,8,PT2PT,1,3,2,1.2796,1.2796
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,1,3,2,6.3039,6.3039
pth_vciopt_Ncomm,18,PT2PT,1,3,2,1.2576,1.2576
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,1,3,2,3.7625,3.7625
pth_vciopt_Ncomm,1,PT2PT,1,3,8,0.5871,0.5871
pth_vciopt_Ncomm_nolock,1,PT2PT,1,3,8,0.5773,0.5773
abt_vci_Ncomm_Nes,1,PT2PT,1,3,8,0.7354,0.7354
pth_vciopt_Ncomm,4,PT2PT,1,3,8,6.9933,6.9933
pth_vciopt_Ncomm_nolock,4,PT2PT,1,3,8,9.7892,9.7892
abt_vci_Ncomm_Nes,4,PT2PT,1,3,8,4.6617,4.6617
pth_vciopt_Ncomm,8,PT2PT,1,3,8,7.2828,7.2828
pth_vciopt_Ncomm_nolock,8,PT2PT,1,3,8,8.691,8.691
abt_vci_Ncomm_Nes,8,PT2PT,1,3,8,4.9338,4.9338
pth_vciopt_Ncomm,18,PT2PT,1,3,8,7.0661,7.0661
pth_vciopt_Ncomm_nolock,18,PT2PT,1,3,8,8.8101,8.8101
abt_vci_Ncomm_Nes,18,PT2PT,1,3,8,6.0645,6.0645
pth_vciopt_Ncomm,1,PT2PT,1,3,12,0.603,0.603
pth_vciopt_Ncomm_nolock,1,PT2PT,1,3,12,0.5565,0.5565
abt_vci_Ncomm_Nes,1,PT2PT,1,3,12,0.7504,0.7504
pth_vciopt_Ncomm,4,PT2PT,1,3,12,6.2123,6.2123
pth_vciopt_Ncomm_nolock,4,PT2PT,1,3,12,9.1432,9.1432
abt_vci_Ncomm_Nes,4,PT2PT,1,3,12,4.1861,4.1861
pth_vciopt_Ncomm,8,PT2PT,1,3,12,6.4903,6.4903
pth_vciopt_Ncomm_nolock,8,PT2PT,1,3,12,8.3739,8.3739
abt_vci_Ncomm_Nes,8,PT2PT,1,3,12,4.2917,4.2917
pth_vciopt_Ncomm,18,PT2PT,1,3,12,5.5041,5.5041
pth_vciopt_Ncomm_nolock,18,PT2PT,1,3,12,7.9152,7.9152
abt_vci_Ncomm_Nes,18,PT2PT,1,3,12,4.9044,4.9044
pth_vciopt_Ncomm,1,PT2PT,1,3,16,0.597,0.597
pth_vciopt_Ncomm_nolock,1,PT2PT,1,3,16,0.5725,0.5725
abt_vci_Ncomm_Nes,1,PT2PT,1,3,16,0.7091,0.7091
pth_vciopt_Ncomm,4,PT2PT,1,3,16,7.0986,7.0986
pth_vciopt_Ncomm_nolock,4,PT2PT,1,3,16,9.2022,9.2022
abt_vci_Ncomm_Nes,4,PT2PT,1,3,16,4.5516,4.5516
pth_vciopt_Ncomm,8,PT2PT,1,3,16,6.3049,6.3049
pth_vciopt_Ncomm_nolock,8,PT2PT,1,3,16,9.0795,9.0795
abt_vci_Ncomm_Nes,8,PT2PT,1,3,16,5.1,5.1
pth_vciopt_Ncomm,18,PT2PT,1,3,16,6.942,6.942
pth_vciopt_Ncomm_nolock,18,PT2PT,1,3,16,8.6506,8.6506
abt_vci_Ncomm_Nes,18,PT2PT,1,3,16,6.231,6.231
proc,-1,PT2PT,1,4,1,15.3341,15.3341
pth_vciopt_Ncomm,1,PT2PT,1,4,2,0.5838,0.5838
pth_vciopt_Ncomm_nolock,1,PT2PT,1,4,2,0.5749,0.5749
abt_vci_Ncomm_Nes,1,PT2PT,1,4,2,0.6034,0.6034
pth_vciopt_Ncomm,4,PT2PT,1,4,2,1.3816,1.3816
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,4,2,4.6038,4.6038
pth_vciopt_Ncomm,8,PT2PT,1,4,2,1.3743,1.3743
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,1,4,2,5.0628,5.0628
pth_vciopt_Ncomm,18,PT2PT,1,4,2,1.4346,1.4346
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,1,4,2,3.5687,3.5687
pth_vciopt_Ncomm,1,PT2PT,1,4,8,0.5786,0.5786
pth_vciopt_Ncomm_nolock,1,PT2PT,1,4,8,0.5145,0.5145
abt_vci_Ncomm_Nes,1,PT2PT,1,4,8,0.693,0.693
pth_vciopt_Ncomm,4,PT2PT,1,4,8,7.4361,7.4361
pth_vciopt_Ncomm_nolock,4,PT2PT,1,4,8,8.1986,8.1986
abt_vci_Ncomm_Nes,4,PT2PT,1,4,8,5.7016,5.7016
pth_vciopt_Ncomm,8,PT2PT,1,4,8,9.0208,9.0208
pth_vciopt_Ncomm_nolock,8,PT2PT,1,4,8,10.5833,10.5833
abt_vci_Ncomm_Nes,8,PT2PT,1,4,8,11.0109,11.0109
pth_vciopt_Ncomm,18,PT2PT,1,4,8,8.0677,8.0677
pth_vciopt_Ncomm_nolock,18,PT2PT,1,4,8,10.9897,10.9897
abt_vci_Ncomm_Nes,18,PT2PT,1,4,8,5.8888,5.8888
pth_vciopt_Ncomm,1,PT2PT,1,4,12,0.5593,0.5593
pth_vciopt_Ncomm_nolock,1,PT2PT,1,4,12,0.4944,0.4944
abt_vci_Ncomm_Nes,1,PT2PT,1,4,12,0.6286,0.6286
pth_vciopt_Ncomm,4,PT2PT,1,4,12,9.3833,9.3833
pth_vciopt_Ncomm_nolock,4,PT2PT,1,4,12,8.6215,8.6215
abt_vci_Ncomm_Nes,4,PT2PT,1,4,12,6.29,6.29
pth_vciopt_Ncomm,8,PT2PT,1,4,12,5.9233,5.9233
pth_vciopt_Ncomm_nolock,8,PT2PT,1,4,12,8.8998,8.8998
abt_vci_Ncomm_Nes,8,PT2PT,1,4,12,5.6131,5.6131
pth_vciopt_Ncomm,18,PT2PT,1,4,12,5.0587,5.0587
pth_vciopt_Ncomm_nolock,18,PT2PT,1,4,12,9.541,9.541
abt_vci_Ncomm_Nes,18,PT2PT,1,4,12,8.1446,8.1446
pth_vciopt_Ncomm,1,PT2PT,1,4,16,0.4934,0.4934
pth_vciopt_Ncomm_nolock,1,PT2PT,1,4,16,0.4762,0.4762
abt_vci_Ncomm_Nes,1,PT2PT,1,4,16,0.6135,0.6135
pth_vciopt_Ncomm,4,PT2PT,1,4,16,6.8184,6.8184
pth_vciopt_Ncomm_nolock,4,PT2PT,1,4,16,10.029,10.029
abt_vci_Ncomm_Nes,4,PT2PT,1,4,16,5.0665,5.0665
pth_vciopt_Ncomm,8,PT2PT,1,4,16,6.1122,6.1122
pth_vciopt_Ncomm_nolock,8,PT2PT,1,4,16,9.6605,9.6605
abt_vci_Ncomm_Nes,8,PT2PT,1,4,16,6.8183,6.8183
pth_vciopt_Ncomm,18,PT2PT,1,4,16,8.5226,8.5226
pth_vciopt_Ncomm_nolock,18,PT2PT,1,4,16,10.5474,10.5474
abt_vci_Ncomm_Nes,18,PT2PT,1,4,16,7.1706,7.1706
proc,-1,PT2PT,1,5,1,18.7453,18.7453
pth_vciopt_Ncomm,1,PT2PT,1,5,2,0.4236,0.4236
pth_vciopt_Ncomm_nolock,1,PT2PT,1,5,2,0.4377,0.4377
abt_vci_Ncomm_Nes,1,PT2PT,1,5,2,0.5593,0.5593
pth_vciopt_Ncomm,4,PT2PT,1,5,2,0.9839,0.9839
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,5,2,3.0483,3.0483
pth_vciopt_Ncomm,8,PT2PT,1,5,2,0.9234,0.9234
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,1,5,2,3.6227,3.6227
pth_vciopt_Ncomm,18,PT2PT,1,5,2,0.9894,0.9894
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,1,5,2,3.9954,3.9954
pth_vciopt_Ncomm,1,PT2PT,1,5,8,0.4188,0.4188
pth_vciopt_Ncomm_nolock,1,PT2PT,1,5,8,0.5878,0.5878
abt_vci_Ncomm_Nes,1,PT2PT,1,5,8,0.569,0.569
pth_vciopt_Ncomm,4,PT2PT,1,5,8,2.4955,2.4955
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,5,8,4.9709,4.9709
pth_vciopt_Ncomm,8,PT2PT,1,5,8,10.4451,10.4451
pth_vciopt_Ncomm_nolock,8,PT2PT,1,5,8,8.3085,8.3085
abt_vci_Ncomm_Nes,8,PT2PT,1,5,8,6.8435,6.8435
pth_vciopt_Ncomm,18,PT2PT,1,5,8,5.7307,5.7307
pth_vciopt_Ncomm_nolock,18,PT2PT,1,5,8,12.1832,12.1832
abt_vci_Ncomm_Nes,18,PT2PT,1,5,8,6.4236,6.4236
pth_vciopt_Ncomm,1,PT2PT,1,5,12,0.4165,0.4165
pth_vciopt_Ncomm_nolock,1,PT2PT,1,5,12,0.4138,0.4138
abt_vci_Ncomm_Nes,1,PT2PT,1,5,12,0.5227,0.5227
pth_vciopt_Ncomm,4,PT2PT,1,5,12,1.8601,1.8601
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,5,12,3.7764,3.7764
pth_vciopt_Ncomm,8,PT2PT,1,5,12,6.747,6.747
pth_vciopt_Ncomm_nolock,8,PT2PT,1,5,12,11.4328,11.4328
abt_vci_Ncomm_Nes,8,PT2PT,1,5,12,10.3762,10.3762
pth_vciopt_Ncomm,18,PT2PT,1,5,12,10.2395,10.2395
pth_vciopt_Ncomm_nolock,18,PT2PT,1,5,12,8.1717,8.1717
abt_vci_Ncomm_Nes,18,PT2PT,1,5,12,7.1648,7.1648
pth_vciopt_Ncomm,1,PT2PT,1,5,16,0.4085,0.4085
pth_vciopt_Ncomm_nolock,1,PT2PT,1,5,16,0.5343,0.5343
abt_vci_Ncomm_Nes,1,PT2PT,1,5,16,0.6416,0.6416
pth_vciopt_Ncomm,4,PT2PT,1,5,16,1.9461,1.9461
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,5,16,4.4132,4.4132
pth_vciopt_Ncomm,8,PT2PT,1,5,16,6.524,6.524
pth_vciopt_Ncomm_nolock,8,PT2PT,1,5,16,12.6116,12.6116
abt_vci_Ncomm_Nes,8,PT2PT,1,5,16,7.6397,7.6397
pth_vciopt_Ncomm,18,PT2PT,1,5,16,5.9668,5.9668
pth_vciopt_Ncomm_nolock,18,PT2PT,1,5,16,7.5839,7.5839
abt_vci_Ncomm_Nes,18,PT2PT,1,5,16,9.4512,9.4512
proc,-1,PT2PT,1,6,1,21.7105,21.7105
pth_vciopt_Ncomm,1,PT2PT,1,6,2,0.3805,0.3805
pth_vciopt_Ncomm_nolock,1,PT2PT,1,6,2,0.5321,0.5321
abt_vci_Ncomm_Nes,1,PT2PT,1,6,2,0.5083,0.5083
pth_vciopt_Ncomm,4,PT2PT,1,6,2,1.1078,1.1078
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,6,2,3.5667,3.5667
pth_vciopt_Ncomm,8,PT2PT,1,6,2,1.1479,1.1479
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,1,6,2,3.1987,3.1987
pth_vciopt_Ncomm,18,PT2PT,1,6,2,1.1434,1.1434
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,1,6,2,4.3067,4.3067
pth_vciopt_Ncomm,1,PT2PT,1,6,8,0.5245,0.5245
pth_vciopt_Ncomm_nolock,1,PT2PT,1,6,8,0.4548,0.4548
abt_vci_Ncomm_Nes,1,PT2PT,1,6,8,0.6094,0.6094
pth_vciopt_Ncomm,4,PT2PT,1,6,8,2.1647,2.1647
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,6,8,5.3172,5.3172
pth_vciopt_Ncomm,8,PT2PT,1,6,8,7.2266,7.2266
pth_vciopt_Ncomm_nolock,8,PT2PT,1,6,8,8.2136,8.2136
abt_vci_Ncomm_Nes,8,PT2PT,1,6,8,7.7925,7.7925
pth_vciopt_Ncomm,18,PT2PT,1,6,8,6.8587,6.8587
pth_vciopt_Ncomm_nolock,18,PT2PT,1,6,8,8.2162,8.2162
abt_vci_Ncomm_Nes,18,PT2PT,1,6,8,8.049,8.049
pth_vciopt_Ncomm,1,PT2PT,1,6,12,0.5166,0.5166
pth_vciopt_Ncomm_nolock,1,PT2PT,1,6,12,0.3835,0.3835
abt_vci_Ncomm_Nes,1,PT2PT,1,6,12,0.5591,0.5591
pth_vciopt_Ncomm,4,PT2PT,1,6,12,2.8829,2.8829
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,6,12,6.1195,6.1195
pth_vciopt_Ncomm,8,PT2PT,1,6,12,6.4104,6.4104
pth_vciopt_Ncomm_nolock,8,PT2PT,1,6,12,8.187,8.187
abt_vci_Ncomm_Nes,8,PT2PT,1,6,12,11.9017,11.9017
pth_vciopt_Ncomm,18,PT2PT,1,6,12,6.5461,6.5461
pth_vciopt_Ncomm_nolock,18,PT2PT,1,6,12,7.8905,7.8905
abt_vci_Ncomm_Nes,18,PT2PT,1,6,12,8.5327,8.5327
pth_vciopt_Ncomm,1,PT2PT,1,6,16,0.519,0.519
pth_vciopt_Ncomm_nolock,1,PT2PT,1,6,16,0.4337,0.4337
abt_vci_Ncomm_Nes,1,PT2PT,1,6,16,0.5821,0.5821
pth_vciopt_Ncomm,4,PT2PT,1,6,16,2.2476,2.2476
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,6,16,6.8299,6.8299
pth_vciopt_Ncomm,8,PT2PT,1,6,16,6.8001,6.8001
pth_vciopt_Ncomm_nolock,8,PT2PT,1,6,16,8.0311,8.0311
abt_vci_Ncomm_Nes,8,PT2PT,1,6,16,8.5243,8.5243
pth_vciopt_Ncomm,18,PT2PT,1,6,16,12.8444,12.8444
pth_vciopt_Ncomm_nolock,18,PT2PT,1,6,16,7.7595,7.7595
abt_vci_Ncomm_Nes,18,PT2PT,1,6,16,7.8065,7.8065
proc,-1,PT2PT,1,7,1,27.0176,27.0176
pth_vciopt_Ncomm,1,PT2PT,1,7,2,0.4442,0.4442
pth_vciopt_Ncomm_nolock,1,PT2PT,1,7,2,0.4839,0.4839
abt_vci_Ncomm_Nes,1,PT2PT,1,7,2,0.5022,0.5022
pth_vciopt_Ncomm,4,PT2PT,1,7,2,1.0567,1.0567
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,7,2,3.3486,3.3486
pth_vciopt_Ncomm,8,PT2PT,1,7,2,0.8733,0.8733
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,1,7,2,3.2554,3.2554
pth_vciopt_Ncomm,18,PT2PT,1,7,2,0.886,0.886
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,1,7,2,3.711,3.711
pth_vciopt_Ncomm,1,PT2PT,1,7,8,0.4125,0.4125
pth_vciopt_Ncomm_nolock,1,PT2PT,1,7,8,0.351,0.351
abt_vci_Ncomm_Nes,1,PT2PT,1,7,8,0.5005,0.5005
pth_vciopt_Ncomm,4,PT2PT,1,7,8,2.4537,2.4537
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,7,8,6.7801,6.7801
pth_vciopt_Ncomm,8,PT2PT,1,7,8,7.5346,7.5346
pth_vciopt_Ncomm_nolock,8,PT2PT,1,7,8,9.0665,9.0665
abt_vci_Ncomm_Nes,8,PT2PT,1,7,8,9.3036,9.3036
pth_vciopt_Ncomm,18,PT2PT,1,7,8,7.3298,7.3298
pth_vciopt_Ncomm_nolock,18,PT2PT,1,7,8,14.0495,14.0495
abt_vci_Ncomm_Nes,18,PT2PT,1,7,8,9.1313,9.1313
pth_vciopt_Ncomm,1,PT2PT,1,7,12,0.4344,0.4344
pth_vciopt_Ncomm_nolock,1,PT2PT,1,7,12,0.4446,0.4446
abt_vci_Ncomm_Nes,1,PT2PT,1,7,12,0.4755,0.4755
pth_vciopt_Ncomm,4,PT2PT,1,7,12,2.6872,2.6872
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,7,12,5.0421,5.0421
pth_vciopt_Ncomm,8,PT2PT,1,7,12,7.2855,7.2855
pth_vciopt_Ncomm_nolock,8,PT2PT,1,7,12,9.619,9.619
abt_vci_Ncomm_Nes,8,PT2PT,1,7,12,9.6717,9.6717
pth_vciopt_Ncomm,18,PT2PT,1,7,12,8.2622,8.2622
pth_vciopt_Ncomm_nolock,18,PT2PT,1,7,12,9.776,9.776
abt_vci_Ncomm_Nes,18,PT2PT,1,7,12,9.0686,9.0686
pth_vciopt_Ncomm,1,PT2PT,1,7,16,0.465,0.465
pth_vciopt_Ncomm_nolock,1,PT2PT,1,7,16,0.4722,0.4722
abt_vci_Ncomm_Nes,1,PT2PT,1,7,16,0.4839,0.4839
pth_vciopt_Ncomm,4,PT2PT,1,7,16,2.785,2.785
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,7,16,6.3227,6.3227
pth_vciopt_Ncomm,8,PT2PT,1,7,16,7.9453,7.9453
pth_vciopt_Ncomm_nolock,8,PT2PT,1,7,16,9.6349,9.6349
abt_vci_Ncomm_Nes,8,PT2PT,1,7,16,10.4152,10.4152
pth_vciopt_Ncomm,18,PT2PT,1,7,16,7.4264,7.4264
pth_vciopt_Ncomm_nolock,18,PT2PT,1,7,16,9.3103,9.3103
abt_vci_Ncomm_Nes,18,PT2PT,1,7,16,9.0266,9.0266
proc,-1,PT2PT,1,8,1,27.8599,27.8599
pth_vciopt_Ncomm,1,PT2PT,1,8,2,0.3435,0.3435
pth_vciopt_Ncomm_nolock,1,PT2PT,1,8,2,0.4831,0.4831
abt_vci_Ncomm_Nes,1,PT2PT,1,8,2,0.4657,0.4657
pth_vciopt_Ncomm,4,PT2PT,1,8,2,0.8873,0.8873
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,8,2,4.017,4.017
pth_vciopt_Ncomm,8,PT2PT,1,8,2,0.8744,0.8744
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,1,8,2,3.9246,3.9246
pth_vciopt_Ncomm,18,PT2PT,1,8,2,0.9514,0.9514
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,1,8,2,3.3976,3.3976
pth_vciopt_Ncomm,1,PT2PT,1,8,8,0.3479,0.3479
pth_vciopt_Ncomm_nolock,1,PT2PT,1,8,8,0.4187,0.4187
abt_vci_Ncomm_Nes,1,PT2PT,1,8,8,0.5612,0.5612
pth_vciopt_Ncomm,4,PT2PT,1,8,8,3.1596,3.1596
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,1,8,8,3.1665,3.1665
pth_vciopt_Ncomm,8,PT2PT,1,8,8,8.7171,8.7171
pth_vciopt_Ncomm_nolock,8,PT2PT,1,8,8,9.2598,9.2598
abt_vci_Ncomm_Nes,8,PT2PT,1,8,8,7.909,7.909
